adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,17949,tt0119887,en,The Pest,"Fast-talking Latino con artist Pestario ""Pest"" Vargas is the target of Scottish mobsters to whom he owes a considerable debt. Willing to do anything to raise money and avoid severe injury or death, Vargas agrees to a very unusual job -- he will be transported to a remote island and hunted by Gustav Shank, a racist German executive. If he can survive a full day and night, Vargas gets $50,000 and will be set free. Is he wily enough to elude Shank?",3.194883,/zKklykkg4tQry6xJrOaggxMHnN0.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'The Bubble Factory', 'id': 27128}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-07,0,82,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What kind of freakazoid would let someone hunt him just for $50.000… Next question.,The Pest,FALSE,5,35
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,1968,tt0119141,en,Fools Rush In,"Alex Whitman (Matthew Perry) is a designer from New York City who is sent to Las Vegas to supervise the construction of a nightclub that his firm has been hired to build. Alex is a straight-laced WASP-ish type who, while enjoying a night on the town, meets Isabel Fuentes (Salma Hayek), a free-spirited Mexican-American photographer. Alex and Isabel are overtaken by lust at first sight and end up sp",6.285574,/e1rzqz7ehOk6uzu7Wkgu4q3L8CK.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-14,29481428,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What if finding the love of your life meant changing the life that you loved?,Fools Rush In,FALSE,5.8,133
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",,61563,tt0120357,en,Touch,"When Juvenal, a presumed miracle worker, appears on the scene Bill Hill attempts to exploit him but his plans go astray with the untimely intervention of August Murray and the developing relationship between Juvenal and Lynn Faulkner.",0.455272,/zNQMixGaxdHB5BlYIixb6xqbShf.jpg,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-14,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Wicked Comedy,Touch,FALSE,6,10
FALSE,,50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,66,tt0118548,en,Absolute Power,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,7.66124,/oJQdp09Oc51DkArsMDvgDLdWiDu.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Malpaso Productions', 'id': 171}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-14,50068310,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Corrupts Absolutely.,Absolute Power,FALSE,6.4,226
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,20735,tt0120317,en,That Darn Cat,"While making his nightly rounds in the neighborhood, Patti's pet cat D.C. finds himself the carrier of a call for help from a kidnap victim. Patti enlists skeptical law enforcement help to find the victim before it's too late.",1.496999,/oEETW5y6DzBaTINap37N8KD67ze.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]",[],1997-02-14,0,89,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"This FBI agent is purring his life on the line. Fortunately, he's got nine.",That Darn Cat,FALSE,3.9,11
FALSE,"{'id': 108693, 'name': ""National Lampoon's Vacation Collection"", 'poster_path': '/zvEUkLpDO7xlgabBEA9CCc0cvAt.jpg', 'backdrop_path': '/pBmhj6KkEjlzc3e7jAPkIHgGIrE.jpg'}",25000000,"[{'id': 35, 'name': 'Comedy'}]",,11419,tt0120434,en,Vegas Vacation,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",9.304901,/8gzMxsGBDcgna4tDswCcdzkBKJo.jpg,"[{'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-13,36400360,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This time the Griswolds are on a roll.,Vegas Vacation,FALSE,6,175
FALSE,,0,[],,333165,tt0118042,en,Unforgotten: Twenty-Five Years After Willowbrook,"It was a nightmare that shocked not only New York, but all of America. The public outcry about the Willowbrook State School for people with developmental disabilities resulted from Geraldo Rivera's expose on WABC after he had entered Willowbrook with a film crew in 1972, using a stolen key.",0.14057,/nqm8sgpoQ8aL0aZWeSZEvg0MzKj.jpg,[],[],1997-02-14,0,0,[],Released,,Unforgotten: Twenty-Five Years After Willowbrook,FALSE,7,2
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,25796,tt0120318,en,That Old Feeling,A bride's divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlywed's honeymoon.,1.954656,/tKvnzlzNJK0f1abseNPupFF3s36.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Boy of the Year', 'id': 8855}, {'name': 'All Girl Productions', 'id': 10535}, {'name': 'The Bubble Factory', 'id': 27128}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-04,0,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,It was the perfect wedding except for two things... the bride's parents.,That Old Feeling,FALSE,7.1,15
FALSE,,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,638,tt0116922,en,Lost Highway,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.",8.449722,/z6yhgEzGUJaBBgAxoyggRzwLnVM.jpg,"[{'name': 'Ciby 2000', 'id': 105}, {'name': 'October Films', 'id': 236}, {'name': 'Asymmetrical Productions', 'id': 373}, {'name': 'Lost Highway Productions', 'id': 374}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-15,3675201,134,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Lost Highway,FALSE,7.5,572
FALSE,,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,25624,tt0120036,en,Rosewood,"Spurred by a white woman's lie, vigilantes destroy a black Florida town and slay inhabitants in 1923.",2.899809,/1TFDWaCFbqibSQ2fgf2afhRhDwt.jpg,"[{'name': 'New Deal Productions', 'id': 1947}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Peters Entertainment', 'id': 16774}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-21,13130349,140,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In 1923, a black town in Florida was burned to the ground, its people murdered because of a lie. Some escaped and survived because of the courage and compassion of a few extraordinary people. This film is for them.",Rosewood,FALSE,6.7,31
FALSE,,35000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,9366,tt0119008,en,Donnie Brasco,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,12.201954,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Mark Johnson Productions', 'id': 2604}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Baltimore Pictures', 'id': 11407}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-27,41954997,127,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Based on a true story.,Donnie Brasco,FALSE,7.4,1175
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,60083,tt0117544,fr,Salut cousin !,,0.15935,/dKckqZgfBfQs8oOQuHJlPhhSEkK.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DZ', 'name': 'Algeria'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}]",1996-11-20,0,0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Salut cousin !,FALSE,3.3,4
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,21915,tt0118750,en,Booty Call,"Rushon is sexually pent-up and ready to take thing things to the next level with his girlfriend, Nikki. But when he calls for a date, she asks to make it a double -- bringing along her brash friend Lysterine, whom Rushon sets up with his lewd buddy, Bunz. Things go better than expected. As the evening transitions from the restaurant to the bedroom, the two men go on a madcap search for what will surely make the night complete: condoms.",2.543626,/k08rbDlwwftDynJnNkIiuaADcrj.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-26,20060051,79,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some guys will do anything for a little something.,Booty Call,FALSE,5.6,29
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,90928,tt0120014,en,Rhyme & Reason,"A study in the world of hip-hop, done mostly with interviews, in order to see why it is as popular as it is today and what the future holds.",0.915041,/lRIRlLX6VdMGKsiZAYPkxAJvWmA.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-04,0,0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Rhyme & Reason,FALSE,6.3,8
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,50091,tt0118762,en,Boys Life 2,"Compilation of four short films about homoerotic situations involving young men. In ""Trevor"", by Peggy Rajski, a teenager faces homophobia and falls in love for the first time. Tom DeCerchio directed ""Nunzio's Second Cousin"", telling the story of a gay cop who forces a gay-basher to come to his house and have dinner with his family. In ""Alkali, Iowa"", by Mark Christopher, a young gay man finds out some of his father's past secrets. And ""Must Be the Music"", by Nickolas Perry, follows four teenagers looking for love in nightclubs.",0.060645,/rrpIZTcOKpC27yYUzfw5yAgwBfX.jpg,"[{'name': 'Stand See', 'id': 15889}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-07,532654,74,[],Released,,Boys Life 2,FALSE,5,1
FALSE,,8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",http://www.orionpictures.com/cityofindustry/,18420,tt0118859,en,City of Industry,"A retired thief swears revenge on the lunatic who murdered his brother and partner, while going on the run with the loot they stole.",1.922014,/vIIMwG7d353nTKxt5RkxAzqIPrH.jpg,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Largo Entertainment', 'id': 1644}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-14,0,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Wanting a man dead can be reason enough to live.,City of Industry,FALSE,5.6,14
FALSE,,1000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,19952,tt0118702,en,Best Men,"Four tuxedo clad men showing up at a penitentiary to meet a friend who has just been released after three years in prison and is going straight from the jail to marry his girlfriend. En route to the wedding, one of the men asks to stop by a bank to pick up some cash. As it turns out, he is a wanted bank robber who uses Shakespeare passages during his robberies and thus has become known as ""Hamlet"". Soon all five men are caught up in the bank and involved in the robbery as they end up in a hostage situation. The hostage negotiator shows up who turns out to be Hamlet's father.",6.610419,/fsr7E30XwGmW7UIOpVuAt2tcHYY.jpg,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'The Rank Organisation', 'id': 364}, {'name': 'Motion Picture Corporation of America (MPCA)', 'id': 11061}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A comedy thriller about four men, a wedding and everybody's funeral.",Best Men,FALSE,5.6,8
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,9446,tt0119432,en,Jungle 2 Jungle,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had -- a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",12.640569,/xylrUIHs3XxZ47scDg7H1wpYzm1.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-07,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The big city is about to get a little savage.,Jungle 2 Jungle,FALSE,4.9,122
FALSE,,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,28005,tt0116743,en,Kama Sutra - A Tale of Love,"Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",7.124652,/4rsoEH2nloFdwfWv6FTRh8E0Kcg.jpg,"[{'name': 'Mirabai Films', 'id': 6235}, {'name': 'NDF International', 'id': 6236}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1996-09-11,4109095,117,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Kama Sutra - A Tale of Love,FALSE,5.7,36
FALSE,,28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,9403,tt0119951,en,Private Parts,"The auto-biographical story of Howard Stern, the radio-rebel who is now also a TV-personality, an author and a movie star.",10.928417,/d8V9m1DIkXQlFYK8PsCRcJ6rh6d.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-07,41230799,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Never before has a man done so much with so little.,Private Parts,FALSE,6.7,106
FALSE,,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,27322,tt0119572,en,Love Jones,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friend, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",1.251862,/pSMZnU26lL7soLXJJaIQCmvtNu0.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Addis Wechsler Pictures', 'id': 4665}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-14,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get Together. Fall Apart. Start Over.,Love Jones,FALSE,8.1,12
FALSE,"{'id': 86224, 'name': 'The Saint Collection', 'poster_path': '/3dliYexStkZy6NOAH533Y8oduOj.jpg', 'backdrop_path': None}",68000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",,10003,tt0120053,en,The Saint,"Ivan Tretiak, Russian Mafia boss who wants to create an oil crisis in Moscow and seize power as a result sends Simon Templar, great international criminal, to England to get a secret formula for cold fusion from U.S. scientist Emma Russell. Templar falls in love with Emma and they try to outwit Tretiak and his guerrillas, hiding from them in Moscow",10.97633,/uA24D8JCg21RDINMZ3vFaQYdIzW.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-03,118063304,116,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Never reveal your name. Never turn your back. Never surrender your heart.,The Saint,FALSE,5.9,310
FALSE,,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,9311,tt0120152,en,Smilla's Sense of Snow,"Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear.",3.132331,/ngfNzb9w2ZXWHK2KaSCSoemJmqC.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Bavaria Film', 'id': 1704}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",1997-02-13,0,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'iu', 'name': ''}]",Released,Some Tracks Should Never Be Uncovered.,Smilla's Sense of Snow,FALSE,6.6,61
FALSE,"{'id': 207952, 'name': 'Barrytown Trilogy', 'poster_path': '/cccGPuXNUJyrM3P8SEltSlXEwxY.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,11844,tt0118064,en,The Van,"Set in ""Barrytown"", a fictitious working-class quarter of Dublin. ""Bimbo"" Reeves gets laid off from his job. With his redundancy, he buys a van and sells fish and chips with his buddy Larry. Due to Ireland's surprising success at the 1990 FIFA World Cup, their business starts off well, but the relationship between the two friends soon becomes strained as Bimbo behaves more like a typical boss.",1.13412,/ezSLtI2l3g7iB0YXzkceMytfrAN.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1996-05-11,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A comedy About Friends, Family and Fish.",The Van,FALSE,5.9,15
FALSE,,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",,884,tt0115964,en,Crash,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",7.540612,/4PDLGJsS5uVBQlYjLMZ7t85dU0P.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Alliance Communications', 'id': 579}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1996-07-17,0,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,Love in the dying moments of the twentieth century,Crash,FALSE,6.5,224
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,49806,tt0116041,en,The Daytrippers,"Eliza D'Amico thinks her marriage to Louis is going great, until she finds a mysterious love note to her husband. Concerned, she goes to her mother for advice. Eliza, her parents, her sister Jo and Jo's boyfriend all pile into a station wagon, to go to the city to confront Louis with the letter. On the way, the five explore their relations with each other, and meet many interesting people.",9.664735,/A2Vlb2xzn0jvKLgjiYoj6U8VDDf.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-01,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's a family affair,The Daytrippers,FALSE,6.2,11
FALSE,,45000000,"[{'id': 35, 'name': 'Comedy'}]",,1624,tt0119528,en,Liar Liar,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",10.102471,/qd8VcWKrE4cNfInl9Osb8o8h9KP.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-21,302710615,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Trust me.,Liar Liar,FALSE,6.4,1456
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,88423,tt0117422,en,The Quiet Room,A seven-year-old girl adopts a vow of silence in protest when her quarrelsome parents grow increasingly hostile to one another.,0.064705,/g9qQS1IyrWPbe08AqRadBXdHKDW.jpg,[],[],1996-03-21,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes silence speaks volumes.,The Quiet Room,FALSE,5,1
FALSE,,20000000,"[{'id': 18, 'name': 'Drama'}]",,16052,tt0120094,en,Selena,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",7.390306,/bmaj1ATO4s0SeRCUMuQ40fm0ulH.jpg,"[{'name': 'Q Productions', 'id': 4729}, {'name': 'Esparza / Katz Productions', 'id': 9313}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-21,60000000,127,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Discover the true story of one of America's brightest stars... that faded too soon.,Selena,FALSE,7.1,115
FALSE,,90000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,4477,tt0118972,en,The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",10.675073,/7XIxdjhaoDIiv7slEiOhBEzMtqu.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-12,140807547,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",The Devil's Own,FALSE,5.9,300
FALSE,,32000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",,24662,tt0118829,en,Cats Don't Dance,"Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",3.406836,/sSx6WDj5moqTLVjyHB3COG0ELMq.jpg,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'David Kirschner Productions', 'id': 11050}, {'name': 'Turner Feature Animation', 'id': 90511}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-26,3566637,75,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,It's a Jungle Out There!,Cats Don't Dance,FALSE,7.1,25
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,18423,tt0118663,en,B.A.P.S.,"Can two clueless Georgia homegirls with big hearts -- and even bigger hair -- find happiness, fame and thrills in the swank hills of Beverly? Anything is possible when you are B.A.P.'s. They revive Blakemore's interest for life, and he teaches them to be ""Black American Princesses"" in return.",1.56098,/kdAJ4Q5uE1I8KhiJnoc3HvESynE.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Island Pictures', 'id': 3492}]",[],1997-03-28,7240837,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,These Pretty Women... Are Clueless!,B.A.P.S.,FALSE,4.2,13
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,76996,tt0116931,it,Love and Other Catastrophes,A day in the life of two film-school students trying to find love and another house-mate.,0.915298,/dhlW5z7HSFZDUIYu85PuPdriY4L.jpg,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",1996-08-01,0,78,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Love and Other Catastrophes,FALSE,5.8,9
FALSE,"{'id': 286162, 'name': 'Power Rangers Collection', 'poster_path': '/zyHCzQUkgaemgCMEplqAqsp83SA.jpg', 'backdrop_path': '/ddGPthtIvNM2f8qBAyxa5GSKskK.jpg'}",10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,6499,tt0120389,en,Turbo: A Power Rangers Movie,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",5.436745,/8wphfcxLmA58weK9jsIsgRWBECQ.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei Company', 'id': 9255}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-27,17979739,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Power Is Back!,Turbo: A Power Rangers Movie,FALSE,4.6,60
FALSE,,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,50512,tt0118623,en,Anna Karenina,Anna (Marceau) is a wife and mother who has an affair with the handsome Count Vronsky (Bean). Based on the novel by Tolstoy.,5.660835,/6TkouR90wy44GGQtYihYNOJffJp.jpg,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Studio Trite', 'id': 6453}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-04,791830,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In a world of power and privilege, one woman dared to obey her heart.",Anna Karenina,FALSE,6.4,26
